"COUNTRY_OR_AREA","COMMODITY_TRANSACTION","YEAR","UNIT","QUANTITY_FOOTNOTES","QUANTITY"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","225"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","254"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","254"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","259"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","288"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","2"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","2"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","2"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","1"
"Iceland","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","1"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","13568"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","13319"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","12369"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","11364"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","10637"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","11173"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","10427"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","9820"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","9492"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","8905"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","7500"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","6067"
"India","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","5839"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","4669"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","3987"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","3695"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","3219"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","2754"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","2746"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","2475"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","2307"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","2096"
"India","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","1913"
"Indonesia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","4824"
"Indonesia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","4144"
"Indonesia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","3237"
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","71"
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","64"
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","57"
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","11"
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","39"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","11"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","11"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","12"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","7"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","9"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","9"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","9"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","8"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","9"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","7"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","8"
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","8"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","20.826000213623"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","20.4099998474121"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","19.9270000457764"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","19.5727005004883"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","19.2182006835938"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","5"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","5"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","5"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","5"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","3"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","2"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","1"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","0"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","0"
"Myanmar","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","0"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","0.00999999977648258"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","0.00999999977648258"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","0.00999999977648258"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","0.00999999977648258"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","0.00999999977648258"
"Nauru","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","0.00999999977648258"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","115.870002746582"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","101.360000610352"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","89"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","79"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","65"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","55"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","55"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","45"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","41"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","33"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","29"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","28"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","23"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","19"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","15"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","17"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","13"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","11"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","8"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","5"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","4"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","3"
"Nepal","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","0"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","18"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","26"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","21"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","23"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","21"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","21"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","21"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","22"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","32"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","32"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","42"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","44"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","41"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","44"
"Netherlands","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","46"
"Netherlands Antilles","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","72"
"Netherlands Antilles","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","72"
"Netherlands Antilles","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","71"
"Netherlands Antilles","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","70"
"Netherlands Antilles","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","73"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","8.43599987030029"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","9.89610004425049"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","9.4326000213623"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","10.0893001556396"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","9.47900009155273"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","7.67119979858398"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","6.95279979705811"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","5.84810018539429"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","5.83780002593994"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","4.68139982223511"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","5.83690023422241"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","5.53999996185303"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","3.49349999427795"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","5.89090013504028"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","3"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","3"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","4"
"Guyana","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","4"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","11"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","10"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","3"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","12"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","10"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","10"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","13"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","13"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","4"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","12.8747997283936"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","33"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","12"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","11.9427003860474"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","11.9427003860474"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","7"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","6"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","6"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","9"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","6"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","6"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","6"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","7"
"Haiti","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","8"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","34"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","28"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","25"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","23"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","23"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","26"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","20"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","14"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","15"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","16"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","16"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","38"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","33"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","29"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","29"
"Honduras","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","25"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","89"
"Hungary","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","105"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","24"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","23"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","20"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","18"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","18"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","14"
"Nicaragua","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","14"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","5"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","3"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","2.79699993133545"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","2.19099998474121"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","1.79999995231628"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1.72500002384186"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","1.54999995231628"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1.33000004291534"
"Niger","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","1.27699995040894"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","20"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","17"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","13"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","18"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","7"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","3"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","12"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","8"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","17"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","21"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","22"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","13"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","13"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","42"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","36"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","11"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","40"
"Nigeria","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","70"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","0.00999999977648258"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","0.00999999977648258"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","0.00999999977648258"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","0.00999999977648258"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","0.00999999977648258"
"Niue","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","0.00999999977648258"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","13"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","13"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","13"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","12"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","9"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","7"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","6"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","4"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","4"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","4"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","3"
"Norway","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","3"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","115"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","98"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","83"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","78"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","71"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","78"
"Oman","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","102"
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","141"
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","210"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","10.539999961853"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","9.10000038146973"
