"COUNTRY_OR_AREA","COMMODITY_TRANSACTION","YEAR","UNIT","QUANTITY_FOOTNOTES","QUANTITY"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","8.15330028533936"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","8.15330028533936"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","6.6414999961853"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","6.15549993515015"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","5.18359994888306"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","4.21169996261597"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","3.77970004081726"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","1","3.23970007896423"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","2.69980001449585"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","2.42980003356934"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","1.88979995250702"
"Burkina Faso","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","1.34990000724792"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","1.79999995231628"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","1","2"
"Burundi","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","1","2"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","44.0276985168457"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","42.7218017578125"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","41.7700004577637"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","40.2461013793945"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","39.3862991333008"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","38.6095008850098"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","37.2608985900879"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","39.5372009277344"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","29"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","53"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","63"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","46.5447006225586"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","46.4824981689453"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","42"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","35"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1","30"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","27"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","23"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","37"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","17"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","16"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","15"
"Costa Rica","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","13"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","62"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","51"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","71"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","69"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","98"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","56"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","61"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","59.9351997375488"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","72.3542022705078"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","75.3779983520508"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","63.8768997192383"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","58.9093017578125"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","56.3175010681152"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","50.863899230957"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","19.1685009002686"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","27"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1","25"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","23"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","19"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","17"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","18"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","22"
"Cte dIvoire","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","17"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","57"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","63"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","72"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","78"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","74"
"Croatia","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","62"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","13"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","1","12"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","1","10"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","1","12"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","1","11"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","1","11"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","1","9"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","1","7"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","5"
"Fiji","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","5"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","8"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","8"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","8"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","1"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","9"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","9"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","7"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","4"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","4"
"Finland","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","6"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","959"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","968"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","1159"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","1150"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","1175"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1230"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","1261"
"France","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1363"
